deviceID,zoneID,gymID,deviceType
752,7,171,Fingerprint Scanner
753,8,238,Gate Access
754,8,238,Turnstile
755,8,238,Fingerprint Scanner
756,1,251,Keypad Access
757,1,251,QR Code Scanner
758,1,251,Mobile App Scanner
759,10,247,Keypad Access
760,10,247,Card Reader
761,10,247,NFC Reader
762,8,287,Facial Recognition
763,8,287,Facial Recognition
764,8,287,Gate Access
765,6,55,Keypad Access
766,6,55,Card Reader
767,1,203,QR Code Scanner
768,1,203,Fingerprint Scanner
769,9,62,Keypad Access
770,9,62,Gate Access
771,2,321,NFC Reader
772,2,321,Mobile App Scanner
773,2,321,Keypad Access
774,6,129,Keypad Access
775,6,129,Mobile App Scanner
776,6,300,Gate Access
777,6,300,Keypad Access
778,9,119,Fingerprint Scanner
779,9,119,Mobile App Scanner
780,3,148,Mobile App Scanner
781,3,148,Keypad Access
782,6,113,QR Code Scanner
783,6,113,QR Code Scanner
784,5,86,NFC Reader
785,5,86,NFC Reader
786,5,86,Mobile App Scanner
787,2,387,Mobile App Scanner
788,2,387,QR Code Scanner
789,2,387,Barcode Scanner
790,2,163,QR Code Scanner
791,2,163,Turnstile
792,1,139,NFC Reader
793,1,139,Mobile App Scanner
794,1,139,Gate Access
795,6,5,Barcode Scanner
796,6,5,Card Reader
797,6,5,NFC Reader
798,2,377,Fingerprint Scanner
799,2,377,QR Code Scanner
800,7,375,NFC Reader
801,7,375,Facial Recognition
802,4,188,Card Reader
803,4,188,Turnstile
804,10,240,QR Code Scanner
805,10,240,QR Code Scanner
806,7,86,Mobile App Scanner
807,7,86,Gate Access
808,7,86,Card Reader
809,3,119,Gate Access
810,3,119,QR Code Scanner
811,3,119,NFC Reader
812,4,137,Turnstile
813,4,137,Mobile App Scanner
814,4,137,Gate Access
815,8,328,Gate Access
816,8,328,Turnstile
817,8,328,Barcode Scanner
818,8,78,Facial Recognition
819,8,78,Turnstile
820,10,60,Keypad Access
821,10,60,Keypad Access
822,10,60,Turnstile
823,6,109,Keypad Access
824,6,109,Mobile App Scanner
825,4,399,Barcode Scanner
826,4,399,Mobile App Scanner
827,8,30,Turnstile
828,8,30,Keypad Access
829,3,192,Turnstile
830,3,192,Keypad Access
831,10,111,Card Reader
832,10,111,Barcode Scanner
833,9,327,Mobile App Scanner
834,9,327,Gate Access
835,8,322,Gate Access
836,8,322,NFC Reader
837,6,27,Turnstile
838,6,27,QR Code Scanner
839,10,41,Turnstile
840,10,41,Gate Access
841,10,41,Keypad Access
842,7,19,Gate Access
843,7,19,Card Reader
844,3,257,Turnstile
845,3,257,QR Code Scanner
846,9,203,Card Reader
847,9,203,NFC Reader
848,10,395,Gate Access
849,10,395,Mobile App Scanner
850,1,2,Facial Recognition
851,1,2,Barcode Scanner
852,1,2,Turnstile
853,2,54,Facial Recognition
854,2,54,NFC Reader
855,2,206,Barcode Scanner
856,2,206,Facial Recognition
857,9,188,Barcode Scanner
858,9,188,NFC Reader
859,3,178,Card Reader
860,3,178,Keypad Access
861,7,109,QR Code Scanner
862,7,109,Turnstile
863,7,109,Fingerprint Scanner
864,8,283,Keypad Access
865,8,283,QR Code Scanner
866,6,387,Gate Access
867,6,387,Card Reader
868,9,48,QR Code Scanner
869,9,48,Keypad Access
870,9,48,QR Code Scanner
871,6,115,Mobile App Scanner
872,6,115,Turnstile
873,6,115,Turnstile
874,4,257,Mobile App Scanner
875,4,257,Mobile App Scanner
876,4,257,Barcode Scanner
877,1,71,Mobile App Scanner
878,1,71,Card Reader
879,1,71,Barcode Scanner
880,7,12,Fingerprint Scanner
881,7,12,Mobile App Scanner
882,10,101,Gate Access
883,10,101,Mobile App Scanner
884,5,212,Mobile App Scanner
885,5,212,QR Code Scanner
886,5,212,Fingerprint Scanner
887,3,364,Keypad Access
888,3,364,Gate Access
889,10,204,QR Code Scanner
890,10,204,QR Code Scanner
891,10,204,NFC Reader
892,7,258,Fingerprint Scanner
893,7,258,Turnstile
894,7,258,Gate Access
895,7,96,Fingerprint Scanner
896,7,96,NFC Reader
897,8,62,Keypad Access
898,8,62,Turnstile
899,5,32,Mobile App Scanner
900,5,32,Facial Recognition
901,5,32,Turnstile
902,1,307,Gate Access
903,1,307,Keypad Access
904,2,239,Turnstile
905,2,239,Gate Access
906,2,239,Facial Recognition
907,1,79,Barcode Scanner
908,1,79,Facial Recognition
909,10,143,Card Reader
910,10,143,Fingerprint Scanner
911,10,143,Keypad Access
912,10,191,QR Code Scanner
913,10,191,Keypad Access
914,10,191,Card Reader
915,7,371,Barcode Scanner
916,7,371,Turnstile
917,9,37,NFC Reader
918,9,37,Turnstile
919,9,37,Barcode Scanner
920,1,24,Facial Recognition
921,1,24,NFC Reader
922,7,77,NFC Reader
923,7,77,Barcode Scanner
924,7,77,Keypad Access
925,7,330,NFC Reader
926,7,330,Gate Access
927,7,330,NFC Reader
928,6,203,Keypad Access
929,6,203,Keypad Access
930,6,203,NFC Reader
931,8,204,NFC Reader
932,8,204,Barcode Scanner
933,9,117,Keypad Access
934,9,117,QR Code Scanner
935,5,239,Turnstile
936,5,239,Mobile App Scanner
937,7,64,Fingerprint Scanner
938,7,64,NFC Reader
939,7,64,NFC Reader
940,9,243,Barcode Scanner
941,9,243,Facial Recognition
942,1,170,Card Reader
943,1,170,Turnstile
944,1,170,Mobile App Scanner
945,4,184,Turnstile
946,4,184,Barcode Scanner
947,3,386,QR Code Scanner
948,3,386,Keypad Access
949,3,386,Gate Access
950,10,316,QR Code Scanner
951,10,316,Card Reader
952,5,391,Keypad Access
953,5,391,NFC Reader
954,5,391,Card Reader
955,10,359,Facial Recognition
956,10,359,Barcode Scanner
957,2,271,QR Code Scanner
958,2,271,Fingerprint Scanner
959,7,351,Turnstile
960,7,351,Keypad Access
961,4,82,Facial Recognition
962,4,82,Keypad Access
963,5,28,Facial Recognition
964,5,28,Turnstile
965,3,398,Facial Recognition
966,3,398,Barcode Scanner
967,3,398,Turnstile
968,7,378,Mobile App Scanner
969,7,378,NFC Reader
970,7,378,Barcode Scanner
971,8,72,NFC Reader
972,8,72,Barcode Scanner
973,8,72,Facial Recognition
974,7,85,Mobile App Scanner
975,7,85,Keypad Access
976,7,85,Card Reader
977,4,2,Turnstile
978,4,2,Mobile App Scanner
979,5,295,Mobile App Scanner
980,5,295,Card Reader
981,10,54,Fingerprint Scanner
982,10,54,Keypad Access
983,10,100,Fingerprint Scanner
984,10,100,Fingerprint Scanner
985,10,100,Keypad Access
986,9,79,Facial Recognition
987,9,79,QR Code Scanner
988,9,264,Keypad Access
989,9,264,Fingerprint Scanner
990,9,264,Mobile App Scanner
991,1,320,Turnstile
992,1,320,Facial Recognition
993,1,320,Turnstile
994,6,383,Turnstile
995,6,383,NFC Reader
996,4,320,Turnstile
997,4,320,Fingerprint Scanner
998,4,320,Keypad Access
999,3,238,QR Code Scanner
1000,3,238,Barcode Scanner
1001,3,238,Fingerprint Scanner
1002,9,266,QR Code Scanner
1003,9,266,Card Reader
1004,9,266,QR Code Scanner
1005,8,301,Barcode Scanner
1006,8,301,QR Code Scanner
1007,6,378,Keypad Access
1008,6,378,NFC Reader
1009,10,315,NFC Reader
1010,10,315,Keypad Access
1011,10,315,QR Code Scanner
1012,4,375,Gate Access
1013,4,375,Mobile App Scanner
1014,10,374,Keypad Access
1015,10,374,Fingerprint Scanner
1016,6,21,Fingerprint Scanner
1017,6,21,Barcode Scanner
1018,6,21,Card Reader
1019,1,150,Fingerprint Scanner
1020,1,150,Keypad Access
1021,10,37,Card Reader
1022,10,37,Fingerprint Scanner
1023,10,37,NFC Reader
1024,5,61,Turnstile
1025,5,61,Facial Recognition
1026,5,61,Card Reader
1027,5,165,Barcode Scanner
1028,5,165,Mobile App Scanner
1029,7,366,Fingerprint Scanner
1030,7,366,Gate Access
1031,7,366,Gate Access
1032,6,271,Card Reader
1033,6,271,Mobile App Scanner
1034,8,36,Card Reader
1035,8,36,QR Code Scanner
1036,8,36,Mobile App Scanner
1037,7,327,Facial Recognition
1038,7,327,NFC Reader
1039,10,131,Keypad Access
1040,10,131,QR Code Scanner
1041,9,299,Card Reader
1042,9,299,Gate Access
1043,9,299,Fingerprint Scanner
1044,1,216,Card Reader
1045,1,216,Card Reader
1046,1,216,Barcode Scanner
1047,1,49,Fingerprint Scanner
1048,1,49,Barcode Scanner
1049,1,49,Facial Recognition
1050,3,379,QR Code Scanner
1051,3,379,Facial Recognition
1052,3,379,Barcode Scanner
1053,1,178,Card Reader
1054,1,178,Barcode Scanner
1055,3,177,QR Code Scanner
1056,3,177,Turnstile
1057,9,276,Gate Access
1058,9,276,Gate Access
1059,9,122,QR Code Scanner
1060,9,122,Fingerprint Scanner
1061,9,122,QR Code Scanner
1062,5,374,Mobile App Scanner
1063,5,374,QR Code Scanner
1064,8,213,QR Code Scanner
1065,8,213,QR Code Scanner
1066,10,218,Fingerprint Scanner
1067,10,218,NFC Reader
1068,5,331,Keypad Access
1069,5,331,Facial Recognition
1070,6,272,Gate Access
1071,6,272,Card Reader
1072,6,272,Mobile App Scanner
1073,9,170,Fingerprint Scanner
1074,9,170,QR Code Scanner
1075,9,170,QR Code Scanner
1076,6,264,NFC Reader
1077,6,264,Gate Access
1078,4,255,NFC Reader
1079,4,255,Mobile App Scanner
1080,1,70,Turnstile
1081,1,70,Turnstile
1082,4,237,Barcode Scanner
1083,4,237,Mobile App Scanner
1084,4,237,Gate Access
1085,6,187,Keypad Access
1086,6,187,Turnstile
1087,7,120,Card Reader
1088,7,120,Card Reader
1089,3,37,Fingerprint Scanner
1090,3,37,Facial Recognition
1091,9,241,NFC Reader
1092,9,241,Mobile App Scanner
1093,6,143,Card Reader
1094,6,143,Card Reader
1095,6,143,Mobile App Scanner
1096,4,86,NFC Reader
1097,4,86,NFC Reader
1098,9,357,Facial Recognition
1099,9,357,NFC Reader
1100,7,51,Keypad Access
1101,7,51,NFC Reader
1102,7,51,Card Reader
1103,4,234,Turnstile
1104,4,234,Facial Recognition
1105,7,256,Barcode Scanner
1106,7,256,Mobile App Scanner
1107,7,256,Turnstile
1108,8,115,Fingerprint Scanner
1109,8,115,Facial Recognition
1110,8,115,Facial Recognition
1111,2,320,Card Reader
1112,2,320,Facial Recognition
1113,2,320,NFC Reader
1114,9,196,Mobile App Scanner
1115,9,196,Turnstile
1116,2,317,Card Reader
1117,2,317,Mobile App Scanner
1118,2,317,Facial Recognition
1119,6,26,Gate Access
1120,6,26,QR Code Scanner
1121,3,215,Mobile App Scanner
1122,3,215,Turnstile
1123,5,396,Turnstile
1124,5,396,Barcode Scanner
1125,5,396,QR Code Scanner
1126,9,263,Turnstile
1127,9,263,QR Code Scanner
1128,10,356,Fingerprint Scanner
1129,10,356,Facial Recognition
1130,8,125,Card Reader
1131,8,125,Turnstile
1132,8,125,Gate Access
1133,7,368,Card Reader
1134,7,368,Barcode Scanner
1135,9,372,QR Code Scanner
1136,9,372,Facial Recognition
1137,9,372,Fingerprint Scanner
1138,9,189,Mobile App Scanner
1139,9,189,NFC Reader
1140,9,189,Fingerprint Scanner
1141,8,140,NFC Reader
1142,8,140,Turnstile
1143,6,277,Barcode Scanner
1144,6,277,Card Reader
1145,6,277,Fingerprint Scanner
1146,10,4,NFC Reader
1147,10,4,Mobile App Scanner
1148,6,330,Mobile App Scanner
1149,6,330,Gate Access
1150,8,51,Card Reader
1151,8,51,QR Code Scanner
1152,2,101,Mobile App Scanner
1153,2,101,NFC Reader
1154,2,101,NFC Reader
1155,8,67,Fingerprint Scanner
1156,8,67,Barcode Scanner
1157,8,67,QR Code Scanner
1158,4,135,Keypad Access
1159,4,135,Turnstile
1160,5,373,Card Reader
1161,5,373,Barcode Scanner
1162,5,373,Gate Access
1163,7,391,QR Code Scanner
1164,7,391,Keypad Access
1165,7,391,QR Code Scanner
1166,3,269,Barcode Scanner
1167,3,269,NFC Reader
1168,1,264,Card Reader
1169,1,264,Keypad Access
1170,1,264,Barcode Scanner
1171,8,229,Barcode Scanner
1172,8,229,Gate Access
1173,5,102,Facial Recognition
1174,5,102,Fingerprint Scanner
1175,2,230,NFC Reader
1176,2,230,Gate Access
1177,2,230,Mobile App Scanner
1178,4,4,Keypad Access
1179,4,4,Card Reader
1180,8,388,QR Code Scanner
1181,8,388,Card Reader
1182,4,99,Barcode Scanner
1183,4,99,Keypad Access
1184,4,99,Mobile App Scanner
1185,2,178,Keypad Access
1186,2,178,Gate Access
1187,2,186,Gate Access
1188,2,186,Fingerprint Scanner
1189,2,186,Fingerprint Scanner
1190,9,109,Barcode Scanner
1191,9,109,Fingerprint Scanner
1192,9,109,Turnstile
1193,9,399,Fingerprint Scanner
1194,9,399,Barcode Scanner
1195,10,202,QR Code Scanner
1196,10,202,Fingerprint Scanner
1197,10,202,Card Reader
1198,2,185,Turnstile
1199,2,185,Turnstile
1200,2,389,Turnstile
1201,2,389,Facial Recognition
1202,2,389,NFC Reader
1203,9,116,Turnstile
1204,9,116,QR Code Scanner
1205,9,116,Mobile App Scanner
1206,10,309,Barcode Scanner
1207,10,309,QR Code Scanner
1208,7,159,QR Code Scanner
1209,7,159,QR Code Scanner
1210,7,282,QR Code Scanner
1211,7,282,Keypad Access
1212,7,282,Fingerprint Scanner
1213,3,136,Facial Recognition
1214,3,136,Fingerprint Scanner
1215,5,47,QR Code Scanner
1216,5,47,Turnstile
1217,5,47,Facial Recognition
1218,7,100,Keypad Access
1219,7,100,NFC Reader
1220,6,189,Gate Access
1221,6,189,NFC Reader
1222,6,189,Card Reader
1223,6,335,Facial Recognition
1224,6,335,Keypad Access
1225,6,335,Keypad Access
1226,5,304,Keypad Access
1227,5,304,QR Code Scanner
1228,3,315,QR Code Scanner
1229,3,315,Keypad Access
1230,3,315,Card Reader
1231,1,166,Fingerprint Scanner
1232,1,166,Fingerprint Scanner
1233,1,166,Barcode Scanner
1234,10,347,Turnstile
1235,10,347,NFC Reader
1236,10,347,Barcode Scanner
1237,10,32,Fingerprint Scanner
1238,10,32,Mobile App Scanner
1239,10,32,Turnstile
1240,7,215,Card Reader
1241,7,215,Barcode Scanner
1242,7,215,NFC Reader
1243,3,98,Card Reader
1244,3,98,Card Reader
1245,3,98,QR Code Scanner
1246,1,243,Mobile App Scanner
1247,1,243,Turnstile
1248,9,10,Card Reader
1249,9,10,Gate Access
1250,9,10,NFC Reader
1251,6,373,Card Reader
1252,6,373,QR Code Scanner
1253,6,373,Barcode Scanner
1254,8,382,NFC Reader
1255,8,382,Gate Access
1256,8,23,QR Code Scanner
1257,8,23,Keypad Access
1258,8,23,NFC Reader
1259,3,354,Keypad Access
1260,3,354,QR Code Scanner
1261,7,182,QR Code Scanner
1262,7,182,NFC Reader
1263,6,178,NFC Reader
1264,6,178,Mobile App Scanner
1265,1,384,Gate Access
1266,1,384,QR Code Scanner
1267,7,265,Gate Access
1268,7,265,Mobile App Scanner
1269,7,265,Fingerprint Scanner
1270,7,80,NFC Reader
1271,7,80,QR Code Scanner
1272,5,164,Turnstile
1273,5,164,QR Code Scanner
1274,5,164,Facial Recognition
1275,10,368,Card Reader
1276,10,368,Facial Recognition
1277,10,368,Barcode Scanner
1278,3,139,Mobile App Scanner
1279,3,139,Barcode Scanner
1280,3,139,Facial Recognition
1281,9,284,QR Code Scanner
1282,9,284,QR Code Scanner
1283,9,284,NFC Reader
1284,1,147,Barcode Scanner
1285,1,147,Barcode Scanner
1286,1,147,Fingerprint Scanner
1287,7,399,Card Reader
1288,7,399,Keypad Access
1289,5,394,QR Code Scanner
1290,5,394,Card Reader
1291,5,394,QR Code Scanner
1292,5,381,Mobile App Scanner
1293,5,381,QR Code Scanner
1294,1,175,Barcode Scanner
1295,1,175,Fingerprint Scanner
1296,6,240,Barcode Scanner
1297,6,240,Mobile App Scanner
1298,6,240,NFC Reader
1299,4,168,Keypad Access
1300,4,168,Mobile App Scanner
1301,4,168,Turnstile
1302,2,87,Card Reader
1303,2,87,NFC Reader
1304,7,41,Keypad Access
1305,7,41,Fingerprint Scanner
1306,7,41,QR Code Scanner
1307,4,14,QR Code Scanner
1308,4,14,Gate Access
1309,1,262,Keypad Access
1310,1,262,Mobile App Scanner
1311,1,262,QR Code Scanner
1312,10,255,Mobile App Scanner
1313,10,255,Turnstile
1314,10,373,Mobile App Scanner
1315,10,373,Keypad Access
1316,10,373,Gate Access
1317,6,153,Fingerprint Scanner
1318,6,153,Keypad Access
1319,6,153,Keypad Access
1320,8,384,Facial Recognition
1321,8,384,Keypad Access
1322,8,193,QR Code Scanner
1323,8,193,Keypad Access
1324,8,193,Turnstile
1325,3,142,Card Reader
1326,3,142,Gate Access
1327,7,382,Barcode Scanner
1328,7,382,NFC Reader
1329,7,382,NFC Reader
1330,6,348,Mobile App Scanner
1331,6,348,Card Reader
1332,6,348,NFC Reader
1333,9,175,QR Code Scanner
1334,9,175,Mobile App Scanner
1335,9,175,Mobile App Scanner
1336,2,93,Turnstile
1337,2,93,Gate Access
1338,2,93,Card Reader
1339,8,398,QR Code Scanner
1340,8,398,NFC Reader
1341,2,6,Fingerprint Scanner
1342,2,6,Mobile App Scanner
1343,3,337,NFC Reader
1344,3,337,Keypad Access
1345,3,337,Turnstile
1346,10,12,Fingerprint Scanner
1347,10,12,Gate Access
1348,10,12,Mobile App Scanner
1349,7,329,Facial Recognition
1350,7,329,NFC Reader
1351,8,367,Turnstile
1352,8,367,QR Code Scanner
1353,4,309,Fingerprint Scanner
1354,4,309,QR Code Scanner
1355,9,28,QR Code Scanner
1356,9,28,Keypad Access
1357,1,156,NFC Reader
1358,1,156,QR Code Scanner
1359,1,156,Turnstile
1360,6,381,Card Reader
1361,6,381,Mobile App Scanner
1362,4,187,Fingerprint Scanner
1363,4,187,NFC Reader
1364,8,347,Barcode Scanner
1365,8,347,Barcode Scanner
1366,4,223,Card Reader
1367,4,223,Turnstile
1368,4,321,Keypad Access
1369,4,321,Barcode Scanner
1370,9,262,Keypad Access
1371,9,262,NFC Reader
1372,6,23,Gate Access
1373,6,23,Keypad Access
1374,4,148,Card Reader
1375,4,148,Gate Access
1376,1,256,Turnstile
1377,1,256,Barcode Scanner
1378,1,256,NFC Reader
1379,7,279,Gate Access
1380,7,279,Gate Access
1381,7,279,Gate Access
1382,4,262,Facial Recognition
1383,4,262,NFC Reader
1384,4,262,NFC Reader
1385,10,122,Gate Access
1386,10,122,Turnstile
1387,10,122,Facial Recognition
1388,7,289,Gate Access
1389,7,289,Mobile App Scanner
1390,7,289,Card Reader
1391,3,376,Turnstile
1392,3,376,Turnstile
1393,3,376,QR Code Scanner
1394,4,279,Keypad Access
1395,4,279,Keypad Access
1396,1,249,Keypad Access
1397,1,249,Turnstile
1398,1,249,QR Code Scanner
1399,7,247,Keypad Access
1400,7,247,Gate Access
1401,8,358,Barcode Scanner
1402,8,358,Gate Access
1403,5,136,NFC Reader
1404,5,136,Keypad Access
1405,5,136,Facial Recognition
1406,8,92,Facial Recognition
1407,8,92,QR Code Scanner
1408,8,92,Facial Recognition
1409,9,224,Fingerprint Scanner
1410,9,224,Keypad Access
1411,8,377,QR Code Scanner
1412,8,377,Mobile App Scanner
1413,8,377,Fingerprint Scanner
1414,3,155,Gate Access
1415,3,155,QR Code Scanner
1416,3,399,Turnstile
1417,3,399,Gate Access
1418,6,184,Turnstile
1419,6,184,Turnstile
1420,6,184,Mobile App Scanner
1421,1,95,NFC Reader
1422,1,95,QR Code Scanner
1423,6,389,Facial Recognition
1424,6,389,Gate Access
1425,4,29,Card Reader
1426,4,29,NFC Reader
1427,5,343,Fingerprint Scanner
1428,5,343,NFC Reader
1429,4,169,Keypad Access
1430,4,169,Keypad Access
1431,4,149,QR Code Scanner
1432,4,149,Card Reader
1433,7,44,Card Reader
1434,7,44,Keypad Access
1435,5,146,Fingerprint Scanner
1436,5,146,QR Code Scanner
1437,1,184,Barcode Scanner
1438,1,184,Gate Access
1439,2,108,Turnstile
1440,2,108,Barcode Scanner
1441,7,52,Card Reader
1442,7,52,Gate Access
1443,7,52,Card Reader
1444,3,43,Keypad Access
1445,3,43,Facial Recognition
1446,8,189,Keypad Access
1447,8,189,Turnstile
1448,8,189,Turnstile
1449,7,336,Gate Access
1450,7,336,Keypad Access
1451,7,336,Fingerprint Scanner
1452,2,159,Card Reader
1453,2,159,Gate Access
1454,6,285,Keypad Access
1455,6,285,Keypad Access
1456,6,285,NFC Reader
1457,2,216,NFC Reader
1458,2,216,Mobile App Scanner
1459,2,216,QR Code Scanner
1460,9,77,Fingerprint Scanner
1461,9,77,Keypad Access
1462,6,176,Barcode Scanner
1463,6,176,Barcode Scanner
1464,6,176,NFC Reader
1465,3,328,Gate Access
1466,3,328,Gate Access
1467,3,328,Gate Access
1468,6,341,Fingerprint Scanner
1469,6,341,Fingerprint Scanner
1470,6,341,NFC Reader
1471,10,174,NFC Reader
1472,10,174,Mobile App Scanner
1473,10,174,Keypad Access
1474,8,24,Keypad Access
1475,8,24,Barcode Scanner
1476,2,354,Keypad Access
1477,2,354,Gate Access
1478,2,354,Gate Access
1479,10,68,Turnstile
1480,10,68,NFC Reader
1481,10,68,Keypad Access
1482,4,123,QR Code Scanner
1483,4,123,NFC Reader
1484,4,123,Mobile App Scanner
1485,1,10,Facial Recognition
1486,1,10,Fingerprint Scanner
